,locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
96,7400,Kensington,pm10,19.0,"{'utc': '2019-12-27T16:00:00+00:00', 'local': '2019-12-28T02:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
97,7400,Kensington,pm10,12.0,"{'utc': '2019-12-27T17:00:00+00:00', 'local': '2019-12-28T03:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
98,7400,Kensington,pm10,13.0,"{'utc': '2019-12-27T18:00:00+00:00', 'local': '2019-12-28T04:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
99,7400,Kensington,pm10,14.0,"{'utc': '2019-12-27T19:00:00+00:00', 'local': '2019-12-28T05:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
100,7400,Kensington,pm10,14.0,"{'utc': '2019-12-27T20:00:00+00:00', 'local': '2019-12-28T06:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
101,7400,Kensington,pm10,10.0,"{'utc': '2019-12-27T21:00:00+00:00', 'local': '2019-12-28T07:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
102,7400,Kensington,pm10,10.0,"{'utc': '2019-12-27T22:00:00+00:00', 'local': '2019-12-28T08:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
103,7400,Kensington,pm10,8.0,"{'utc': '2019-12-27T23:00:00+00:00', 'local': '2019-12-28T09:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
104,7400,Kensington,pm10,11.0,"{'utc': '2019-12-28T00:00:00+00:00', 'local': '2019-12-28T10:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
105,7400,Kensington,pm10,17.0,"{'utc': '2019-12-28T01:00:00+00:00', 'local': '2019-12-28T11:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
106,7400,Kensington,pm10,14.0,"{'utc': '2019-12-28T02:00:00+00:00', 'local': '2019-12-28T12:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
107,7400,Kensington,pm10,12.0,"{'utc': '2019-12-28T03:00:00+00:00', 'local': '2019-12-28T13:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
108,7400,Kensington,pm10,15.0,"{'utc': '2019-12-28T04:00:00+00:00', 'local': '2019-12-28T14:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
109,7400,Kensington,pm10,9.0,"{'utc': '2019-12-28T05:00:00+00:00', 'local': '2019-12-28T15:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
110,7400,Kensington,pm10,9.0,"{'utc': '2019-12-28T06:00:00+00:00', 'local': '2019-12-28T16:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
111,7400,Kensington,pm10,10.0,"{'utc': '2019-12-28T07:00:00+00:00', 'local': '2019-12-28T17:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
112,7400,Kensington,pm10,15.0,"{'utc': '2019-12-28T08:00:00+00:00', 'local': '2019-12-28T18:30:00+10:30'}",µg/m³,"{'latitude': -34.9214075, 'longitude': 138.6650977}",AU,,False,,Governmental Organization,reference grade
113,329925,Tahmoor-1,pm25,0.0,"{'utc': '2021-11-18T19:00:00+00:00', 'local': '2021-11-19T06:00:00+11:00'}",µg/m³,"{'latitude': -37.894512, 'longitude': 145.1348}",AU,,False,,Community Organization,low-cost sensor
